interval	max_mem_used_MB	min_mem_available_MB	max_disk_space_used_GB	max_mem_utilization_percent	max_disk_space_utilization_percent	max_cpu_utilization_percent
1	449.8828125	3442.0625	0.813488006591797	11.5593302674394	8.37087944655498	63.0
2	1274.9765625	2616.96875	0.814128875732422	32.7593647938752	8.37747405922747	-
3	329.4453125	3562.5	0.813549041748047	8.46479809060781	8.37150750490474	-
